npm_mahasiswa,jenis_semester,tahun_semester,kode_kelas,kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,total_terlaksana,total_tidak_hadir,kode_nilai,kategori_matakuliah
2031067,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031067,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,13,14,14,0,B,Machine Learning
2031067,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,B,Machine Learning
2031067,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031067,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031069,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031069,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031069,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031069,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031069,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031069,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031069,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031069,ganjil,2022,5DKVA,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031069,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,9,14,9,0,A,Movie Making
2031069,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031070,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031070,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,B,Ethics
2031070,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031070,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031070,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031070,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031070,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,A,Game Making
2031070,ganjil,2022,5DKVB,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031070,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031070,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031071,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031071,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031071,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,11,14,12,1,A,Hukum
2031071,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031071,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031071,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031071,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031071,ganjil,2022,5DKVA,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031071,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,9,14,9,0,A,Movie Making
2031071,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031072,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,13,14,14,1,A,Bahasa
2031072,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031072,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031072,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031072,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031072,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,14,14,14,0,A,Machine Learning
2031072,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,A,Machine Learning
2031072,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031072,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031072,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031073,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031073,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031073,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031073,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031073,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031073,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031073,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031073,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,8,14,9,1,A,Movie Making
2031073,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031074,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,13,14,14,1,A,Bahasa
2031074,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031074,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031074,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,13,14,14,1,A,Mobile Development
2031074,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031074,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,14,14,14,0,B,Machine Learning
2031074,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,B,Machine Learning
2031074,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031074,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031074,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031075,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031075,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,10,14,14,4,E,Ethics
2031075,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031075,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031075,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,C,Animation
2031075,ganjil,2022,5DKVB,SI00277,Game Design,3,11,14,14,3,E,Game Making
2031075,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,E,Game Making
2031075,ganjil,2022,5DKVB,SI00118,Sinematografi,3,12,14,14,2,B,Movie Making
2031075,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,B,Movie Making
2031075,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031076,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031076,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,B,Ethics
2031076,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031076,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031076,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,A,Animation
2031076,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031076,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,A,Game Making
2031076,ganjil,2022,5DKVB,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031076,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031076,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031077,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031077,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,B,Ethics
2031077,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031077,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031077,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031077,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031077,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,B,Game Making
2031077,ganjil,2022,5DKVB,SI00118,Sinematografi,3,12,14,14,2,A,Movie Making
2031077,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031077,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031078,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031078,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031078,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031078,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031078,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031078,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031078,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031078,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,9,14,9,0,A,Movie Making
2031078,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031079,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,13,14,14,1,A,Bahasa
2031079,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,13,14,14,1,A,Mobile Development
2031079,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,11,14,12,1,A,Mobile Development
2031079,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031079,ganjil,2022,5MBSI,SI00272,Komunikasi Dan Etika Bisnis,3,0,0,0,0,A,Ethics
2031079,ganjil,2022,5MBSI,SI00239,Rekayasa Ulang Bisnis,3,0,0,0,0,A,Manajemen
2031079,ganjil,2022,5MBSI,SIL0133,Lab. Rekayasa Ulang Bisnis,1,0,0,0,0,A,Manajemen
2031079,ganjil,2022,5MBSI,SI00102,Sistem Layanan Web,3,0,0,0,0,A,Website Making
2031079,ganjil,2022,5MBSI,SI00127,Analisis Algoritma,3,0,0,0,0,A,Machine Learning
2031080,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,3,14,14,11,E,Bahasa
2031080,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,12,14,14,2,E,Ethics
2031080,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,2,14,12,10,E,Hukum
2031080,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,6,14,14,8,A,Mobile Development
2031080,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,3,14,12,9,E,Mobile Development
2031080,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,3,14,14,11,E,Machine Learning
2031080,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,1,14,12,11,E,Machine Learning
2031080,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,7,14,14,7,E,Manajemen
2031080,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,3,14,10,7,E,Manajemen
2031080,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031081,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031081,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031081,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031081,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031081,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031081,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031081,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031081,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031083,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,12,14,14,2,A,Bahasa
2031083,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031083,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,12,14,12,0,B,Hukum
2031083,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031083,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031083,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,14,14,14,0,B,Machine Learning
2031083,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,A,Machine Learning
2031083,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031083,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031083,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031084,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,12,14,13,1,C,Bahasa
2031084,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,13,14,14,1,B,Ethics
2031084,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031084,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031084,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031084,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031084,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,A,Game Making
2031084,ganjil,2022,5DKVB,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031084,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031084,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031087,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031087,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031087,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031087,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031087,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031087,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,13,14,14,1,B,Machine Learning
2031087,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,11,14,12,1,B,Machine Learning
2031087,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,13,14,14,1,A,Manajemen
2031087,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031087,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031088,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031088,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031088,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031088,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031088,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031088,ganjil,2022,5DKVA,SI00277,Game Design,3,12,14,14,2,A,Game Making
2031088,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031088,ganjil,2022,5DKVA,SI00118,Sinematografi,3,14,14,14,0,A,Movie Making
2031088,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,8,14,9,1,A,Movie Making
2031088,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031089,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031089,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,13,14,14,1,A,Bahasa
2031089,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031089,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031089,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,A,Machine Learning
2031089,ganjil,2022,5MBSI,SI00272,Komunikasi Dan Etika Bisnis,3,0,0,0,0,A,Ethics
2031089,ganjil,2022,5MBSI,SI00239,Rekayasa Ulang Bisnis,3,0,0,0,0,A,Manajemen
2031089,ganjil,2022,5MBSI,SIL0133,Lab. Rekayasa Ulang Bisnis,1,0,0,0,0,A,Manajemen
2031089,ganjil,2022,5MBSI,SI00102,Sistem Layanan Web,3,0,0,0,0,A,Website Making
2031089,ganjil,2022,5MBSI,SI00299,Bank dan Lembaga Keuangan Lainnya,3,0,0,0,0,A,Ethics
2031090,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031090,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031090,ganjil,2022,5PSIB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,B,Ethics
2031090,ganjil,2022,5PSIA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031090,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031090,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031090,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,13,14,14,0,B,Machine Learning
2031090,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,B,Machine Learning
2031090,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031090,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031092,ganjil,2022,5DKVA,SI00196,Bahasa Indonesia,2,14,14,14,0,A,Bahasa
2031092,ganjil,2022,5DKVA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031092,ganjil,2022,5DKVA,SI00280,Hukum Siber,3,12,14,12,0,A,Hukum
2031092,ganjil,2022,5DKVA,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031092,ganjil,2022,5DKVA,SIL0128,Lab 3D Animasi,1,9,14,9,0,A,Animation
2031092,ganjil,2022,5DKVA,SI00277,Game Design,3,14,14,14,0,A,Game Making
2031092,ganjil,2022,5DKVA,SIL0132,Lab. Game Design,1,6,14,6,0,A,Game Making
2031092,ganjil,2022,5DKVA,SI00118,Sinematografi,3,14,14,14,0,A,Movie Making
2031092,ganjil,2022,5DKVA,SIL0077,Lab. Sinematografi,1,9,14,9,0,A,Movie Making
2031092,ganjil,2022,5DKVA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031093,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,12,14,14,2,A,Bahasa
2031093,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,13,14,14,1,A,Mobile Development
2031093,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,11,14,12,1,A,Mobile Development
2031093,ganjil,2022,5MBSI,SI00272,Komunikasi Dan Etika Bisnis,3,0,0,0,0,A,Ethics
2031093,ganjil,2022,5MBSI,SI00239,Rekayasa Ulang Bisnis,3,0,0,0,0,A,Manajemen
2031093,ganjil,2022,5MBSI,SIL0133,Lab. Rekayasa Ulang Bisnis,1,0,0,0,0,A,Manajemen
2031093,ganjil,2022,5MBSI,SI00127,Analisis Algoritma,3,0,0,0,0,A,Machine Learning
2031093,ganjil,2022,5MBSI,SI00233,Desain Kreatif,3,0,0,0,0,A,Design
2031093,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,12,14,14,0,A,Tugas Akhir
2031094,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,12,14,13,1,A,Bahasa
2031094,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031094,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031094,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031094,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031094,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031094,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,A,Game Making
2031094,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031094,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031095,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031095,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,B,Ethics
2031095,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031095,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031095,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,A,Animation
2031095,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031095,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,A,Game Making
2031095,ganjil,2022,5DKVB,SI00118,Sinematografi,3,13,14,14,1,A,Movie Making
2031095,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031095,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031096,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031096,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031096,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031096,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031096,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031096,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,B,Game Making
2031096,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,B,Game Making
2031096,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031096,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031097,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,13,14,13,0,A,Bahasa
2031097,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,13,14,14,1,B,Ethics
2031097,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,13,14,13,0,A,Hukum
2031097,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031097,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,B,Animation
2031097,ganjil,2022,5DKVB,SI00277,Game Design,3,13,14,14,1,A,Game Making
2031097,ganjil,2022,5DKVB,SIL0132,Lab. Game Design,1,8,14,8,0,B,Game Making
2031097,ganjil,2022,5DKVB,SIL0077,Lab. Sinematografi,1,10,14,10,0,A,Movie Making
2031097,ganjil,2022,5DKVB,SI00235,Metodologi Penelitian,3,14,14,14,0,B,Tugas Akhir
2031098,ganjil,2022,5PSIA,SI00196,Bahasa Indonesia,2,13,14,14,1,A,Bahasa
2031098,ganjil,2022,5PSIA,SI00272,Komunikasi Dan Etika Bisnis,3,14,14,14,0,A,Ethics
2031098,ganjil,2022,5PSIA,SI00278,Perancangan Aplikasi Mobile,3,14,14,14,0,A,Mobile Development
2031098,ganjil,2022,5PSIA,SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,12,0,A,Mobile Development
2031098,ganjil,2022,5PSIA,SI00122,Kecerdasan Buatan,3,14,14,14,0,B,Machine Learning
2031098,ganjil,2022,5PSIA,SIL0079,Lab Kecerdasan Buatan,1,12,14,12,0,A,Machine Learning
2031098,ganjil,2022,5PSIA,SI00239,Rekayasa Ulang Bisnis,3,14,14,14,0,A,Manajemen
2031098,ganjil,2022,5PSIA,SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,10,0,A,Manajemen
2031098,ganjil,2022,5PSIA,SI00235,Metodologi Penelitian,3,14,14,14,0,A,Tugas Akhir
2031098,ganjil,2022,5MBSI,SI00100,Analisa dan Perancangan Berorientasi Obyek,3,0,0,0,0,A,Manajemen
2031100,ganjil,2022,5DKVB,SI00196,Bahasa Indonesia,2,10,14,13,3,A,Bahasa
2031100,ganjil,2022,5DKVB,SI00272,Komunikasi Dan Etika Bisnis,3,13,14,14,1,B,Ethics
2031100,ganjil,2022,5DKVB,SI00280,Hukum Siber,3,12,14,13,1,A,Hukum
2031100,ganjil,2022,5DKVB,SI00241,3D Animasi,3,14,14,14,0,A,Animation
2031100,ganjil,2022,5DKVB,SIL0128,Lab 3D Animasi,1,9,14,9,0,A,Animation
