npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2031069,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031070,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031073,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031152,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031158,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031167,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031182,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2031183,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131007,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131019,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131022,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131037,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131044,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131048,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131099,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131101,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131105,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131123,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131124,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131135,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131138,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2131144,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2231102,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/16/2023
2231154,18926,Seminar (Lokal) <i>Creative Content for Social Community</i> (UIB),lokal,07/18/2023
2231154,18932,"Webinar (Lokal) Kepribadian Series 7: ""<i>Digital Literacy</i>"" (UIB)",lokal,07/18/2023
2231154,18944,"""Pelaksanaan Kegiatan Pengabdian Masyarakat Berkolaborasi dengan Mata Kuliah Pancasila dan Kewarganegaraan"" (UIB)",lokal,07/20/2023
2231154,18974,"Webinar (Lokal) Kepribadian Series 8: <i>""self learning""</i> (UIB)",lokal,07/20/2023
2231078,18825,"Pendidikan Kewarganegaraan: ""Bela Negara"" (UIB)",lokal,07/04/2023
2231078,18824,"Webinar (Lokal) Kepribadian Series 4: ""Komunikasi"" (UIB)",lokal,07/04/2023
2231078,18860,"Pendidikan Kewarganegaraan : ""Pelatihan Penulisan Media Massa""",lokal,07/06/2023
2231078,18848,Webinar (Lokal) Kepribadian Series 5: <i>Mindfulness</i> (UIB),lokal,07/06/2023
2231078,18876,<i>Webinar</i> (Lokal) Kepribadian <i>Series 6: Mental Health</i> (UIB),lokal,07/13/2023
2231078,18926,Seminar (Lokal) <i>Creative Content for Social Community</i> (UIB),lokal,07/18/2023
2231078,18932,"Webinar (Lokal) Kepribadian Series 7: ""<i>Digital Literacy</i>"" (UIB)",lokal,07/18/2023
2231078,18944,"""Pelaksanaan Kegiatan Pengabdian Masyarakat Berkolaborasi dengan Mata Kuliah Pancasila dan Kewarganegaraan"" (UIB)",lokal,07/20/2023
2231078,18974,"Webinar (Lokal) Kepribadian Series 8: <i>""self learning""</i> (UIB)",lokal,07/20/2023
2231078,18790,Webinar (Lokal) “Bela Negara dalam Menghadapi Tantangan Keamanan Nasional di Era Digital” (UIB),lokal,06/22/2023
2231078,18819,"Webinar (Lokal) Kepribadian Series 1: <i> ""Prepare for Future""</i> (UIB)",lokal,06/22/2023
2231078,18827,"""Seminar Entrepreneur dengan Wadhwani Entrepreneur"" (UIB)",lokal,06/27/2023
2231078,18820,"Webinar (Lokal) Kepribadian Series 2: ""Etika Profesi”(UIB)",lokal,06/27/2023
2231078,18781,<i>“Sparing Basketball Collaboration”</i> (UIB x UMRAH) (UKM Basketball),lokal,04/30/2023
2031040,18731,<i>“Batch Script Programming Crash Course (CMD)”</i> (Udemy),lokal,01/04/2023
2031120,11974,Remote Work and Virtual Collaboration (RWVCPC) - CertiProf,international,07/26/2023
2031070,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/23/2022
2231031,18819,"Webinar (Lokal) Kepribadian Series 1: <i> ""Prepare for Future""</i> (UIB)",lokal,06/22/2023
1931013,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931013,12320,Go Beyond Your Limits through 3+2 Program,international,02/22/2021
1931013,12877,Webinar: Adaptasi Desain Hunian Pasca Pandemi,lokal,03/22/2021
1931013,12112,"Webinar ""Enriching Architectural Experience with Wide Span Bamboo Structure""",lokal,02/22/2021
1931013,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
1931013,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
1931013,12312,"Webinar Nasional ""Perkawinan Dini dalam Kacamata Hukum Indonesia""",national,02/27/2021
1931013,12779,"Seminar Online ""Perkawinan Beda Negara dari Perspektif Hukum Indonesia""",national,04/24/2021
1931013,12660,"Seminar Online ""Harta & Sengketa dalam Hukum Perkawinan""",lokal,03/27/2021
1931013,12871,Info Session: Challenge Your Limit through Exchange Program,lokal,04/22/2021
1931013,12768,"Webinar ""Creative & Innovative Thinking as an Entrepreneur""",lokal,04/18/2021
1931013,11843,"Seminar Nasional ""Youth`s Impact In Digital Era""",national,01/31/2021
1931013,11809,"Webinar Nasional ""Series IT Impact on Society : Impact on World Society""",national,01/23/2021
1931013,12402,Seminar Nasional Its Time For The Millenial Generation To Become Investors ,national,03/19/2021
1931013,4895,Computer Science Faculty Gathering Night 2019: MICROSOFT (Making Inspirational Creator and Remarkable Organization with Software),lokal,10/13/2019
1931013,12080,"Joint Seminar ""Study of Traffic Accident in Thailand and Indonesia""",international,02/15/2021
1931013,12684,Webinar QuBisa Goes to Campus : Develop Your Personal Branding on LinkedIn,national,04/17/2021
1931013,12055,"Webinar Manajemen: Kepemimpinan dalam Manajemen ""Leadership in Managing New Economy During and After Pandemic""",lokal,02/17/2021
1931013,8275,"Techminar ""A New Tomorrow Destination : Staycation or Vacation""",lokal,02/26/2021
1931013,12030,Webinar Nasional Peran Serta Mahasiswa dan Ormas Dalam Penguatan Nilai-Nilai Luhur Pancasila Guna Menangkal Isu-Isu Ekstrimisme dan Radikalisme di Provinsi Kepri,national,02/02/2021
1931013,11901,Workshop Pengolahan Data : Seri 2 #PLS (Partial Least Square),lokal,01/21/2021
1931013,12746,"Webinar Nasional ""Penanggulangan Radikalisme dan Terorisme Bagi Generasi Muda Indonesia""",national,04/10/2021
1931013,11831,"Webinar Nasional ""Series IT Impact on Society : Impact on City/Nation""",national,02/19/2021
1931013,11741,Webinar Undang-Undang Cipta Kerja Bidang Perpajakan,lokal,01/22/2021
1931013,13236,"Startup Competition ""Open World 2021""",lokal,05/09/2021
2031005,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031005,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031005,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031005,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031005,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031005,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
1931089,8350,The 2nd National Conference for Community Service Project,national,08/15/2020
1931089,10389,"Webinar Nasional #2 ""Rencanakan Studimu di Masa Pandemi Covid-19 dan Hadapi Tantangan Era New Normal""",national,07/04/2020
1931089,3735,"National Webinar 2020 Interactive Dialogue and Question-Answer On Electoral Law and Political Parties ""Nasib Pelaksanaan Pilkada Serentak Di Tengah Pandemik Covid-19.""",national,07/04/2020
1931089,5250,"National Webinar 2020 Interactive Dialogue and Question-Answer on Electoral Law and Political Parties ""Tanggung Jawab Hukum Pelayanan Medis Dalam Penanganan Pasien Di Tengah Pandemi Covid-19""",national,07/11/2020
1931089,5240,"National Webinar ""Interactive Dialogue and Question-Answer on Constitutional Law""Mencermati Perampingan Lembaga dan Komisi Negara di Tengah Pandemik Covid-19""",national,07/19/2020
1931089,2015,"Young Muslim Go Global Webinar Series #1 : Balancing Study and Work in Japan, Why Not ?",international,07/04/2020
1931089,2016,Young Muslim Go Global Webinar Series #2 Joy And Sorrow Studying Foreign Culture ,international,07/11/2020
1931089,2017,Young Muslim Go Global Webinar Series #3 Enriching Your Education With Dual Degree Program,international,07/18/2020
1931089,2018,Young Muslim Go Global Webinar Series #4 Accelerate Your Future by Joining Fast Track Program,international,07/19/2020
1931089,2019,Young Muslim Go Global Webinar Series #5: Challenge and Change Yourself With International Experience,international,07/25/2020
1931089,4184,"Katadata Forum Virtual Series ""Disrupsi Digital untuk Pelayanan Publik""",national,07/14/2020
1931089,3563,"Webinar ""Important Skill for Scholarship Hunter: How to Improve it""",national,07/04/2020
1931089,10517,Webinar Nasional KPPU Dalam Perekonomian Nasional,national,07/07/2020
1931089,10569,Webinar Nasional Redefinisi Kelembagaan KPPU,national,07/15/2020
1931089,3804,"International Webinar : Sustainable Development Goals (SDGs), Pillar of Social Development",international,06/29/2020
1931089,4017,"International Webinar : Sustainable Development Goals (SDGs), Pillar of Law Development",international,07/29/2020
1931089,3277,"Webinar : ""Hardware OK, Software OK, Brainware ???""",lokal,07/23/2020
1931089,6864,Seminar Importance of IT Certifications in Industrial Revolution 4.0 bersama Cisco Networking Academy,lokal,04/17/2020
1931089,2973,"Diskusi Online ""Psikologi Kriminal : Manajemen Risiko, Cegah Kriminalitas Anak Saat Pandemi Covid-19""",national,08/04/2020
1931089,3912,International Webinar Age Friendly University: Challenge and Opportunity,international,07/02/2020
1931089,4049,Internet Sehat dan Aman di Era Pandemi COVID-19,national,07/15/2020
2031012,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
2031012,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031012,12386,"Webinar Serius Mau Kuliah DKV ""Animasi Dalam Dunia Industri""",national,03/17/2021
1931154,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931046,12812,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Melakukan Parafrase ,lokal,04/04/2021
1931046,6578,"Seminar ""Technology for Improving Your Learning Skills""",lokal,11/13/2020
1931173,13148,Sosialisasi Program MBKM Kewirausahaan,lokal,06/22/2021
1931046,12813,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Tinjauan Pustaka ,lokal,04/03/2021
1931046,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
1931154,13236,"Startup Competition ""Open World 2021""",lokal,05/29/2021
1931100,13069,Vaksinasi Covid-19,lokal,07/06/2021
1931050,3312,From Story to A Professional Film: How to Make a Movie from Zero? (BitDegree),lokal,08/05/2021
1931175,3741,Webinar Interkoneksi Jaringan ISP,lokal,04/22/2020
1931094,13069,Vaksinasi Covid-19,lokal,07/06/2021
1931050,3481,"How to Create a Website the Easy Way, Using Zyro Website Builder (BitDegree)",lokal,05/18/2021
1931050,3031,Dreamweaver Tutorial for Beginners: Introduction to Web Design (BitDegree),lokal,08/05/2021
1931050,3491,How to Make a Website from Scratch for A Beginner? (BitDegree),lokal,08/05/2021
1931050,3478,How Math is Used in Video Games: Video Guide on Math in Video Games (BitDegree),lokal,08/05/2021
1931050,4682,Learn How to Make a Puzzle Game App: Master iOS And Publish Your Game (BitDegree),lokal,08/05/2021
1931050,3070,EIGRP Tutorial: Learn EIGRP Conguration Commands and More (BitDegree),lokal,08/05/2021
1931041,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931050,11313,WordPress for Beginners - Learn How to Create a Blog (BitDegree),lokal,08/05/2021
1931050,4094,Javascript Programming For Beginners (BitDegree),lokal,08/05/2021
1931050,4680,Learn Basic Algebra Online: Algebra Lessons for Beginners (BitDegree),lokal,08/05/2021
1931050,5338,Nuke Tutorial for Beginners: Shift from After Effects to Nuke (BitDegree),lokal,08/05/2021
1931058,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2021
1931058,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2020
1931051,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",lokal,10/31/2020
1931051,11843,"Seminar Nasional ""Youth`s Impact In Digital Era""",national,01/31/2021
2031181,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
1931166,12807,Seleksi Tahap 1 Pemilihan Mahasiswa Berprestasi (Pilmapres) Tahun 2021,provinsi,08/03/2021
2031069,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031063,8267,Tea Time with Ambassador New Zealand and Indonesia Relation in the Time of COVID-19,national,10/16/2020
2031063,3508,HTML Course (SoloLearn),lokal,11/12/2020
1931154,4015,"International Webinar : Sustainable Development Goals (SDGs), Pillar of Economy Development",international,10/27/2020
2031002,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031002,10891,"Webinar Sastra Inggris UNTAG Surabaya ""The Use of Online Languange Games as an English Learning Method""",national,09/15/2020
2031002,10187,"Webinar Nasional "" Strategy to Achieve International Scholarships """,national,09/05/2020
2031002,13212,"Webinar ""How to Frame Reproductive Health Issues from Journalistic Perspective""",national,05/01/2021
2031002,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031002,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
2031002,7443,"Seminar Online Nasional ""Berpenghasilan Karena Hobi""",national,09/24/2020
2031002,1034,"Diskusi Umum ""Bangkitnya Solidaritas Sosial di Tengah Krisis Covid-19""",national,09/21/2020
2031002,9939,Webinar Internasional : Knowing More: Study and Survive Abroad,international,09/21/2020
2031002,1851,Students Webinar : Social Innovation and Entrepreneurship 2020,international,10/06/2020
2031002,12056,"Seminar Nasional Kebangsaan ""Peran Serta Mahasiswa dalam Rangka Meningkatkan Nasionalisme Kebangsaan Guna Mendukung Pelaksanaan Pilkada Serentak 2020 yang Aman Tertib dan Damai di Provinsi Kepulauan Riau""",national,07/27/2020
2031002,11843,"Seminar Nasional ""Youth`s Impact In Digital Era""",national,01/31/2021
2031002,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031002,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031002,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031002,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031002,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
1931090,13177,"Sosialisasi Program MBKM - Magang, Studi Independen dan Pertukaran Pelajar",lokal,06/21/2021
1931090,13236,"Startup Competition ""Open World 2021""",lokal,04/29/2021
1931118,2087,"Acara Dhamma Talk dengan Tema ""Unity in Diversity""",lokal,09/22/2019
1931007,12581,Microsoft Technology Associate - Database Administration Fundamentals (Quadra Luminary) ,international,03/14/2021
1931159,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/09/2019
1931007,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
1931007,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
1931007,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
1931159,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931007,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/22/2021
1931007,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
1931173,3414,Mental Health Promoter Hari Kesehatan Mental Dunia 2020,national,10/10/2020
1931195,1442,Certificate Project Management Associate (Logical Operations) ,international,03/06/2021
1931095,13236,"Startup Competition ""Open World 2021""",lokal,04/29/2021
1931095,13069,Vaksinasi Covid-19,lokal,06/20/2021
2031016,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031016,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031013,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031016,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031016,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031016,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031016,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031013,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031013,12871,Info Session: Challenge Your Limit through Exchange Program,lokal,04/22/2021
2031013,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031013,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031013,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031013,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031013,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031013,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031008,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031016,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031016,13177,"Sosialisasi Program MBKM - Magang, Studi Independen dan Pertukaran Pelajar",lokal,06/21/2021
2031008,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/21/2021
2031008,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031008,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031008,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031008,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031008,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031081,10527,"Webinar Nasional Memperingati Hari Kesehatan Mental Sedunia ""Mahasiswa Berjiwa Sehat, Bermental Kuat""",national,10/10/2020
2031081,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",national,10/31/2020
2031081,1851,Students Webinar : Social Innovation and Entrepreneurship 2020,international,10/06/2020
2031122,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031122,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031122,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031122,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031122,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031122,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031122,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031020,13177,"Sosialisasi Program MBKM - Magang, Studi Independen dan Pertukaran Pelajar",lokal,06/21/2021
2031020,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031081,4260,"Kegiatan Seminar Pacaran Kristen: ""Bagaimana Ku Mengenal Dia Dalam Dia""",lokal,10/31/2020
2031081,3533,Ibadah Mahasiswa Baru (IMABA) Mahasiswa Kristen Universitas Internasional Batam,lokal,09/05/2020
2031081,1972,Virtual Gathering Crown Of Glory 2020: Be Careful and Love Yourself,lokal,10/17/2020
2031081,11582,Webinar Literasi Digital Millenials Fact Checker in Digital Era,national,09/12/2020
2031081,11103,Webinar Study in China : How to Apply and What to Prepare ?,international,09/28/2020
2031081,8879,"Webinar ""Celebrity Worship""",national,09/26/2020
2031081,13418,Introduction to Data Science with Python by DQLab,national,09/26/2020
2031081,9241,"Webinar ""Seri Keterampilan Dukungan Dasar pada Masalah Kesehatan Jiwa Sehari-hari (SKDDPMKJS) Episode 1""",national,09/26/2020
2031016,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031016,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031016,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031081,1052,FGBMFI Goes to Campus 2020 What`s Next : Success after Campus,national,09/12/2020
2031016,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031016,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031016,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031016,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031081,10416,"Webinar Nasional : Social Talk Webinar 2020 Interactive Dialogue and Questioned-Answer on Social Issues ""Delivering Social Impact through Start Up and Organization""",national,10/03/2020
2031008,13410,WWDC2021 Swift Student Challenge Winner (Apple Academy Program),international,06/01/2021
2031016,13422,"""Responsive Web Design"" Developer Certification, Representing Approximately 300 Hours of Coursework",lokal,08/17/2021
2031008,13402,Workshop Online - Logo Mastery,national,05/29/2021
2031008,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031008,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031008,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031008,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031008,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031016,13411,Video Pembelajaran Learning Japanese Is Easy Hiragana Katakana,lokal,04/30/2021
2031008,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031008,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031016,13416,"Online Bootcamp Program Memulai Belajar Data Science GRATIS dengan Memahami Dasar R, Python, dan SQL! oleh DQLab",lokal,07/19/2021
2031016,13421,R Fundamental for Data Science by DQLab,lokal,07/22/2021
2031016,13417,Fundamental SQL Using SELECT Statement oleh DQLab,lokal,07/22/2021
2031016,13420,Python Fundamental for Data Science by DQLab,lokal,07/22/2021
2031016,13419,Introduction to Data Science with R by DQLab,lokal,07/21/2021
2031016,13415,Online Course Getting Started with javaScript oleh Better Dev,lokal,07/18/2021
2031016,13402,Workshop Online - Logo Mastery,national,05/29/2021
2031016,13418,Introduction to Data Science with Python by DQLab,lokal,07/14/2021
2031122,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031140,3508,HTML Course (SoloLearn),lokal,08/19/2021
2031092,13069,Vaksinasi Covid-19,lokal,06/23/2021
1931175,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931040,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2019
1931040,11843,"Seminar Nasional ""Youth`s Impact In Digital Era""",lokal,01/31/2020
1931040,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2021
1931173,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,08/21/2021
2031102,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031102,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031102,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031102,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031102,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031102,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031102,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
1931007,13069,Vaksinasi Covid-19,lokal,07/11/2021
1931007,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/07/2021
1931007,13129,Webinar Pengembangan Kepribadian Attitude,lokal,07/11/2021
1931007,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/15/2021
1931007,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/05/2021
1931007,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/07/2021
1931007,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/21/2021
1931007,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
1931007,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/19/2021
2031060,13229,"Webinar Alumni Business Networking #EventSeries2 ""Strategi Pemasaran di Tengah Pandemi""",lokal,07/24/2021
2031183,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
1931179,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,09/24/2019
2031183,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031183,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031183,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031183,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031183,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031183,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031183,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031183,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031183,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031183,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031183,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031183,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
